abn,name,category,entity_type,entity_status,sources,state,postcode,registration_date,age_years,gst_registered,gst_effective_from,is_current_entity,acn,main_trading_name,phone,email,business_url,found_at_url,google_places_id,google_formatted_name,google_phone,google_website,google_formatted_addr,google_primary_type,google_types,google_rating,google_rating_count,updated_at
25096527605,LOGIC PLUS PTY LTD,"",Australian Private Company,Active,ABR-Search,SA,5000,2001-05-16 00:00:00,24,true,2002-07-01 00:00:00,true,096527605,LOGIC PLUS PTY LTD,"","","","",places/ChIJNfTeBi2vEmsRerrd9Td6cSM,Logic IQ Pty Ltd,+61 411 311 006,"","84 Pitt St, Sydney NSW 2000, Australia",point_of_interest,"point_of_interest,establishment",0.0,0,2026-03-10 02:28:12.704637
65096841244,NEXUS6 SOFTWARE PTY LTD,"",Australian Private Company,Active,ABR-Search,VIC,3067,2001-06-01 00:00:00,24,true,2001-06-01 00:00:00,true,096841244,NEXUS6 SOFTWARE PTY LTD,"","","","",places/ChIJr1tZ2t5C1moRh3PZfQ7G0xk,Nexus6 Software Pty Ltd,+61 3 9419 1922,https://www.n6.com.au/,"3.04/17-19 Yarra St, Abbotsford VIC 3067, Australia",point_of_interest,"point_of_interest,establishment",5.0,3,2026-03-10 02:18:18.919639
53096731467,Chobani Yogurt,Manufacturing,Australian Private Company,Active,SEMMA,VIC,3175,2001-06-19 00:00:00,24,true,2001-07-01 00:00:00,true,096731467,CHOBANI PTY LTD,"","","",https://semma.com.au/directory/page/2/,places/ChIJgy3hnjUS1moR5Y0aPkp_a4k,Chobani Australia,+61 3 9706 4707,http://www.chobani.com.au/,"18/20 Quality Dr, Dandenong South VIC 3175, Australia",manufacturer,"manufacturer,point_of_interest,establishment",3.6,36,2026-03-10 02:15:06.779764
68083353995,AERONAUT AUTOMATION PTY LIMITED,"",Australian Private Company,Active,ABR-Search,NSW,2084,2001-06-26 00:00:00,24,true,2001-07-01 00:00:00,true,083353995,AERONAUT AUTOMATION PTY LIMITED,"","","","",places/ChIJw9AXBIVWDWsRV5z6TUiGzLY,Aeronaut Automation,+61 2 9450 0800,https://www.aeronaut.org/,"4 Tepko Rd, Terrey Hills NSW 2084, Australia",manufacturer,"manufacturer,point_of_interest,establishment",5.0,6,2026-03-10 02:20:07.25043
95097348055,Arrow Laser Australia Pty Ltd,Manufacturing,Australian Private Company,Active,AMTIL,VIC,3061,2001-07-01 00:00:00,24,true,2001-07-01 00:00:00,true,097348055,ARROW LASER AUSTRALIA PTY. LTD.,"","","",https://amtil.com.au/directory/,places/ChIJFy1FP0hP1moRe0DiP7lGDKI,Arrow Laser,+61 3 9303 9188,https://www.arrowlaser.com.au/,"73 Metrolink Cct, Campbellfield VIC 3061, Australia",manufacturer,"point_of_interest,manufacturer,establishment",5.0,1,2026-03-10 02:07:46.875705
97097361898,E-STRUCT BIM ENGINEERING MODELLING,"",Australian Private Company,Active,ABR-Search,VIC,3199,2001-07-01 00:00:00,24,true,2001-07-01 00:00:00,true,097361898,E-STRUCT PTY. LTD.,"","","","",places/ChIJUz8QKtBP1moRxJhQ5pYVPpI,E2E Design Group,+61 3 9465 1191,https://www.e2edesign.com.au/,"Level 2, Suite 29/20 Enterprise Dr, Bundoora VIC 3074, Australia",general_contractor,"general_contractor,consultant,point_of_interest,service,establishment",5.0,1,2026-03-10 02:24:40.069765
20097402750,PLATFORM DATA,"",Australian Private Company,Active,ABR-Search,NSW,2000,2001-07-01 00:00:00,24,true,2021-11-08 00:00:00,true,097402750,MARTIN NEARHOS PTY LTD,"","","","",places/ChIJmYxuHmquEmsRDVhpmt-NG_s,Platform DB,+61 1300 564 597,https://platformdb.com/,"L10/88 Pitt St, Sydney NSW 2000, Australia",point_of_interest,"point_of_interest,establishment",5.0,5,2026-03-10 02:25:40.306493
52097769910,Diamond Abrasives Australia,Manufacturing,Australian Private Company,Active,AMTIL,VIC,3068,2001-09-01 00:00:00,24,true,2001-09-01 00:00:00,true,097769910,CAELLIE PTY. LTD.,"","","",https://amtil.com.au/directory/,places/ChIJqX-Y2VFs1moRRAarfixKfZs,Diamond Plating Australia,+61 3 9584 5566,https://diamondplating.com.au/,"13 Shearson Cres, Mentone VIC 3194, Australia",supplier,"supplier,manufacturer,point_of_interest,establishment",4.9,45,2026-03-10 02:08:57.381277
44098080892,Summers Engineering,Manufacturing,Australian Private Company,Active,AMTIL,NSW,2100,2001-09-06 00:00:00,24,true,2001-09-06 00:00:00,true,098080892,KBE PTY LIMITED,"","","",https://amtil.com.au/directory/,places/ChIJlxIvEF-qEmsRZtILjT8nN50,Summers Engineering,+61 2 9905 1472,http://www.summersengineering.com.au/,"2/13/15 Ethel Ave, Brookvale NSW 2100, Australia",manufacturer,"manufacturer,point_of_interest,establishment",5.0,2,2026-03-12 21:30:17.741292
50098767821,Floridia Cheese,Manufacturing,Australian Private Company,Active,NorthLink-FoodMfg,VIC,3074,2001-11-22 00:00:00,24,true,2001-12-01 00:00:00,true,098767821,FLORIDIA CHEESE PTY LTD,"","",https://www.floridiacheese.com.au/,https://northlink.org.au/melbournes-north-food-group/manufacturer-directory/,places/ChIJRd6f42hP1moRNLBE88U7_Vw,Floridia Cheese,+61 3 9464 2600,https://floridiacheese.com.au/?utm_source=google&utm_medium=organic&utm_campaign=gbp,"327 Settlement Rd, Thomastown VIC 3074, Australia",food_store,"food_store,food,point_of_interest,manufacturer,store,establishment",4.7,89,2026-03-10 02:05:50.258589
32098747927,The LaserXperts Pty Ltd,Manufacturing,Australian Private Company,Active,AMTIL,NSW,2484,2001-12-06 00:00:00,24,true,2002-01-01 00:00:00,true,098747927,THE LASERXPERTS PTY LTD,"","","",https://amtil.com.au/directory/,places/ChIJdZfbPHPwkGsRew69EaT5yWs,The Laserxperts Pty Ltd,+61 2 6672 1777,http://www.laser-x-perts.com.au/,"95/87 Quarry Rd, South Murwillumbah NSW 2484, Australia",manufacturer,"manufacturer,point_of_interest,establishment",0.0,0,2026-03-10 02:12:38.890303
82099070872,Shearform Industries Pty Ltd,Manufacturing,Australian Private Company,Active,AMTIL,VIC,3175,2002-03-01 00:00:00,24,true,2002-03-01 00:00:00,true,099070872,SHEARFORM PTY LTD,"","","",https://amtil.com.au/directory/,places/ChIJ_R8yMtQT1moRPTt8Dy0ZM00,Shearform,+61 3 9706 5100,http://www.shearform.com.au/,"5 Kitchen Rd, Dandenong South VIC 3175, Australia",manufacturer,"manufacturer,point_of_interest,establishment",2.7,12,2026-03-10 02:12:14.414558
31005917322,SOFTWARE PARAMETERS PTY. LIMITED,"",Australian Private Company,Active,ABR-Search,VIC,3065,2002-04-10 00:00:00,23,true,2002-04-10 00:00:00,true,005917322,SOFTWARE PARAMETERS PTY. LIMITED,"","","","",places/ChIJzyj4wgpG1moRABTe-RPIL7Y,Power Parameters PTY Ltd.,+61 1800 623 350,https://powerparameters.com.au/,"Unit 24 and, 25/1 International Dr, Westmeadows VIC 3049, Australia",service,"point_of_interest,service,establishment",5.0,2,2026-03-10 02:17:18.147409
79100338896,BBS Flooring Products Pty Ltd,Manufacturing,Australian Private Company,Active,SEMMA,VIC,3175,2002-04-15 00:00:00,23,true,2002-04-15 00:00:00,true,100338896,BBS FLOORING PRODUCTS PTY LTD,"","","",https://semma.com.au/directory/page/2/,places/ChIJ0RCvu9kT1moR9ky-mAj2FBA,BBS Flooring Products,+61 3 9793 2244,https://www.bbscarpetgripper.com.au/contact,"75 Zenith Rd, Dandenong South VIC 3175, Australia",manufacturer,"manufacturer,point_of_interest,establishment",5.0,3,2026-03-10 02:14:46.159995
19100736294,Apprenticeship Careers Australia,Manufacturing,Australian Private Company,Active,SEMMA,VIC,2000,2002-05-30 00:00:00,23,true,2002-05-30 00:00:00,true,100736294,ALLIANCE HEALTH SERVICES GROUP PTY LIMITED,"","","",https://semma.com.au/directory/,places/ChIJp2nG3slC1moRLneYrr1TnU4,Apprenticeship Support Australia,+61 1300 363 831,https://www.apprenticeshipsupport.com.au/,"Level 6/2 Lonsdale St, Melbourne VIC 3000, Australia",point_of_interest,"point_of_interest,establishment",4.3,11,2026-03-10 02:13:30.731966
71046520474,Moka Foods,Manufacturing,Family Partnership,Active,NorthLink-FoodMfg,VIC,3026,2002-06-03 00:00:00,23,true,2002-06-03 00:00:00,true,"",MOKA FOODS PARTNERSHIP,"","",https://www.mokafoods.com.au/,https://northlink.org.au/melbournes-north-food-group/manufacturer-directory/,places/ChIJocz-5gqK1moRzsRXeMWxl3M,Moka Foods,+61 3 9369 1120,https://www.mokafoods.com.au/,"150-154 Dohertys Rd, Laverton North VIC 3026, Australia",discount_store,"discount_store,supplier,manufacturer,wholesaler,food,point_of_interest,store,establishment",4.7,13,2026-03-10 02:06:03.679192
43100913344,Garnic Technologies,Manufacturing,Australian Private Company,Active,SEMMA,VIC,3175,2002-06-14 00:00:00,23,true,2002-06-14 00:00:00,true,100913344,GARNIC TECHNOLOGIES PTY LTD,"","","",https://semma.com.au/directory/,places/ChIJT8FGrDkS1moRizI_2mRtTxo,Garnic Technologies,+61 3 9792 0461,http://www.powdercoatingequipment.com.au/,"56-60 Deans Ct, Dandenong South VIC 3175, Australia",consultant,"consultant,manufacturer,service,point_of_interest,establishment",3.7,3,2026-03-10 02:13:34.685719
96100927848,"Precision Beam, A Division of Ladder Solutions",Manufacturing,Australian Private Company,Active,AMTIL,NSW,2567,2002-06-18 00:00:00,23,true,2002-06-18 00:00:00,true,100927848,LADDER SOLUTIONS PTY LIMITED,"","","",https://amtil.com.au/directory/,places/ChIJM8PMjfbuEmsR4sq7J5U_wOU,Ladder Solutions Pty Ltd,+61 2 4648 4011,http://www.laddersolutions.com.au/,"Unit 5/49 Anderson Rd, Smeaton Grange NSW 2567, Australia",storage,"storage,point_of_interest,establishment",5.0,5,2026-03-10 02:11:45.176242
24100616868,Integrated Design & Engineering Solutions,Manufacturing,Australian Private Company,Active,SEMMA,VIC,2322,2002-06-22 00:00:00,23,true,2002-07-01 00:00:00,true,100616868,INTEGRATED DESIGN & ENGINEERING SOLUTIONS PTY LTD,"","","",https://semma.com.au/directory/page/2/,places/ChIJUUL-tdIU1moRFDVbBBZat9s,IDES,+61 3 8551 2000,http://www.ides.com.au/,"5/2/4 Federation Way, Moorabbin Airport VIC 3194, Australia",corporate_office,"corporate_office,consultant,service,point_of_interest,manufacturer,establishment",0.0,0,2026-03-10 02:15:18.542905
30100956232,Plastool,Manufacturing,Australian Private Company,Active,AMTIL,VIC,3195,2002-06-27 00:00:00,23,true,2002-07-01 00:00:00,true,100956232,PLASTOOL INTERNATIONAL PTY. LTD.,"","","",https://amtil.com.au/directory/,places/ChIJjz1qcgFt1moRmbNOgyQooEs,Plastool,+61 3 9588 2555,http://plastool.com.au/,"70 Bond St W, Mordialloc VIC 3195, Australia",point_of_interest,"point_of_interest,establishment",5.0,1,2026-03-10 02:11:39.792264
20083722276,CNC Machinery Sales Australia Pty Ltd,Manufacturing,Australian Private Company,Active,AMTIL,NSW,2107,2002-06-30 00:00:00,23,true,2002-06-30 00:00:00,true,083722276,20 083 722 276 PTY LTD,"","","",https://amtil.com.au/directory/,places/ChIJFRgdNOfdm2sRNh2AgFdAf7g,cnc machinery sales australia,+61 1300 262 622,http://www.cncmachinery.com.au/,"24 Swallow Rd, South Grafton NSW 2460, Australia",point_of_interest,"point_of_interest,establishment",5.0,1,2026-03-10 02:08:42.418058
75101783055,AUTOMATION & ENERGY SOLUTIONS PTY LTD,"",Australian Private Company,Active,ABR-Search,SA,5041,2002-08-21 00:00:00,23,true,2002-08-21 00:00:00,true,101783055,AUTOMATION & ENERGY SOLUTIONS PTY LTD,"","","","",places/ChIJR0iJNhn1uycR32TiIOg-KKg,Energy Solutions South Australia Pty Ltd,+61 448 035 412,https://www.energysolutionssa.com.au/,"32 Nelson St, Marion Bay SA 5575, Australia",general_contractor,"general_contractor,electrician,service,point_of_interest,establishment",5.0,1,2026-03-10 02:20:38.642111
13102301922,Calm Aluminium Pty Ltd,Manufacturing,Australian Private Company,Active,AMTIL,NSW,2566,2002-09-24 00:00:00,23,true,2002-09-24 00:00:00,true,102301922,CALM ALUMINIUM PTY LTD,"","","",https://amtil.com.au/directory/,places/ChIJ8fW8GRzsEmsRGmzprR5Vs9I,Calm Aluminium,+61 2 9603 6486,http://www.calm-aluminium.com.au/,"28 Saggart Field Rd, Minto NSW 2566, Australia",supplier,"supplier,manufacturer,point_of_interest,establishment",5.0,4,2026-03-10 02:08:25.156058
52102319102,Royal Nut Company,Manufacturing,Australian Private Company,Active,NorthLink-FoodMfg,VIC,3056,2002-10-10 00:00:00,23,true,2002-10-10 00:00:00,true,102319102,P MIRCHANDANI PTY LTD,"","",https://www.royalnutcompany.com.au/,https://northlink.org.au/melbournes-north-food-group/manufacturer-directory/,places/ChIJke92p1RD1moRE8Jlfj7_Y3Y,Royal Nut Company,+61 3 9383 5555,http://www.royalnutcompany.com.au/,"60 Fallon St, Brunswick VIC 3056, Australia",health_food_store,"health_food_store,candy_store,confectionery,food_store,health,food,point_of_interest,store,establishment",4.6,399,2026-03-10 02:06:12.266472
13102455087,ELMO Software,Manufacturing,Australian Private Company,Active,AMTIL,NSW,2000,2002-10-11 00:00:00,23,true,2002-10-11 00:00:00,true,102455087,ELMO SOFTWARE PTY LTD,"","","",https://amtil.com.au/directory/,places/ChIJSX-cJ_KtEmsRGUtnB3Am0Lc,ELMO Software,+61 2 8305 4600,http://elmosoftware.com.au/,"level 27/580 George St, Sydney NSW 2000, Australia",service,"point_of_interest,service,establishment",3.3,23,2026-03-10 02:09:13.335824
85102680580,Australian Illustration and Modelling Co. Pty Ltd,"",Australian Private Company,Active,ABR-Search,NSW,2017,2002-10-31 00:00:00,23,true,2002-10-31 00:00:00,true,102680580,Australian Illustration and Modelling Co. Pty Ltd,"","","","",places/ChIJF-IGqANVDWsRWUbNHqyOboo,Australian Illustration and Modelling Co. Pty Ltd,+61 2 9313 6857,"","Unit 901/15 Gadigal Ave, Zetland NSW 2017, Australia",service,"service,point_of_interest,establishment",0.0,0,2026-03-10 02:23:27.793208
62102702714,Rebul Packaging Pty Ltd,Manufacturing,Australian Private Company,Active,AMTIL,VIC,4106,2002-11-01 00:00:00,23,true,2002-11-01 00:00:00,true,102702714,REBUL PACKAGING PTY LTD,"","","",https://amtil.com.au/directory/,places/ChIJH2IvsToR1moRphc01dLXX6Y,Rebul Packaging - Melbourne,+61 3 8795 7123,http://www.rebul.com.au/,"3/4 Industry Pl, Bayswater VIC 3153, Australia",manufacturer,"manufacturer,point_of_interest,establishment",4.1,12,2026-03-10 02:11:57.822202
43102807572,Multicam Systems Pty Ltd,Manufacturing,Australian Private Company,Active,AMTIL,NSW,2322,2002-12-01 00:00:00,23,true,2002-12-01 00:00:00,true,102807572,MULTICAM SYSTEMS PTY LIMITED,"","","",https://amtil.com.au/directory/,places/ChIJ5_h_RuNAc2sR9ED3jayps9A,Multicam CNC Routing Systems,+61 2 4964 1900,https://multicam.com.au/,"60 Enterprise Dr, Beresfield NSW 2322, Australia",manufacturer,"manufacturer,building_materials_store,supplier,point_of_interest,store,establishment",3.3,6,2026-03-10 02:11:13.092188
41103164389,Qmani Pty Ltd,Manufacturing,Australian Private Company,Active,AMTIL,VIC,3101,2002-12-13 00:00:00,23,true,2002-12-13 00:00:00,true,103164389,QMANI PTY LTD,"","","",https://amtil.com.au/directory/,places/ChIJUeU_DMhD1moRqS0sMSFlcds,Qmani Pty Ltd,+61 3 9855 2013,https://www.qmani.com/,"Level 1/261 - 267 High St, Ashburton VIC 3147, Australia",telecommunications_service_provider,"telecommunications_service_provider,point_of_interest,establishment",5.0,1,2026-03-10 02:11:54.148824
96005125833,Bordo International Pty Ltd,Manufacturing,Australian Private Company,Active,AMTIL,VIC,3180,2003-01-01 00:00:00,23,true,2003-01-01 00:00:00,true,005125833,BORDO INTERNATIONAL PTY LTD,"","","",https://amtil.com.au/directory/,places/ChIJc6JNOsM91moRKC_hBTqSzWc,Bordo International Pty Ltd,+61 3 9212 7000,https://www.bordo.com.au/,"3 Kingston Park Ct, Knoxfield VIC 3180, Australia",supplier,"supplier,manufacturer,wholesaler,point_of_interest,establishment",4.3,4,2026-03-10 02:08:11.500534
36103573806,Procal Dairies,Manufacturing,Australian Private Company,Active,NorthLink-FoodMfg,VIC,3061,2003-02-01 00:00:00,23,true,2003-02-01 00:00:00,true,103573806,Procal Dairies Pty Ltd,"","",https://www.procal.com.au/,https://northlink.org.au/melbournes-north-food-group/manufacturer-directory/,places/ChIJi5yoOChQ1moRsdYbD4KZYxU,Procal Dairies,+61 1300 776 225,http://www.procal.com.au/,"6/183-187 Northbourne Rd, Campbellfield VIC 3061, Australia",food,"food,wholesaler,supplier,point_of_interest,establishment",4.4,33,2026-03-10 02:06:09.635267
65103611990,EMBEDDED DESIGN AND DISTRIBUTION PTY LTD,"",Australian Private Company,Active,ABR-Search,NSW,2080,2003-02-05 00:00:00,23,true,2003-02-05 00:00:00,true,103611990,EMBEDDED DESIGN AND DISTRIBUTION PTY LTD,"","","","",places/ChIJRa9yot1ZDWsRfWgXC3nWcQo,Kontron Australia,+61 2 9457 0047,http://kontron.au/,"16/12 Yatala Rd, Mount Kuring-gai NSW 2080, Australia",manufacturer,"point_of_interest,manufacturer,establishment",0.0,0,2026-03-10 02:21:20.179881
85103886308,Jim’s Machines and Accessories,Manufacturing,Australian Private Company,Active,AMTIL,NSW,2144,2003-02-26 00:00:00,23,true,2003-04-01 00:00:00,true,103886308,OUTSOURCED MANUFACTURING SERVICES PTY LIMITED,"","","",https://amtil.com.au/directory/,places/ChIJsecZXGfjEmsRrqWB_k-Rs7o,JIM'S MACHINES & ACCESSORIES,+61 414 646 212,http://jimsmachines.com.au/,"10 Kennedy Grove, Appin NSW 2560, Australia",point_of_interest,"point_of_interest,establishment",3.0,2,2026-03-10 02:10:22.170415
34103965411,Data Modelling Agency,"",Australian Private Company,Active,ABR-Search,NSW,2073,2003-04-07 00:00:00,22,true,2003-04-07 00:00:00,true,103965411,LEARNING INVESTMENTS GROUP PTY LTD,"","","","",places/ChIJrW40Yg6uEmsRlMN7_s0DUNk,WINK Models,+61 2 8005 4388,http://www.winkmodels.com.au/,"85 William St, Darlinghurst NSW 2010, Australia",service,"service,point_of_interest,establishment",4.8,69,2026-03-10 02:23:35.327854
46104468091,Metplas Pty Ltd,Manufacturing,Australian Private Company,Active,AMTIL,NSW,2099,2003-05-01 00:00:00,22,true,2003-05-01 00:00:00,true,104468091,METPLAS PTY LTD,"","","",https://amtil.com.au/directory/,places/ChIJ_Q7NDnxVDWsRWg_IN3xdfEw,Metplas Pty Ltd,+61 2 9982 2488,https://www.metplas.com.au/,"93-99 S Creek Rd, Dee Why NSW 2099, Australia",manufacturer,"manufacturer,point_of_interest,establishment",5.0,1,2026-03-10 02:11:03.256177
76104582489,SYSTEMA GROUP PTY. LTD.,"",Australian Private Company,Active,ABR-Search,VIC,3189,2003-05-01 00:00:00,22,true,2003-05-01 00:00:00,true,104582489,SYSTEMA GROUP PTY. LTD.,"","","","",places/ChIJvSQlAJxu1moRV4TFzrjFx38,Systema Group,+61 3 9532 2253,http://systemagroup.com.au/,"Suite 27/477 Warrigal Rd, Moorabbin VIC 3189, Australia",accounting,"accounting,finance,service,point_of_interest,establishment",5.0,4,2026-03-10 02:24:53.918885
30105036628,DATACALL TELEMETRY PTY LTD,"",Australian Private Company,Active,ABR-Search,VIC,3500,2003-06-10 00:00:00,22,true,2003-06-10 00:00:00,true,105036628,DATACALL TELEMETRY PTY LTD,"","","","",places/ChIJmYgrzEEDw2oR5z9yue-t3gw,Datacall Telemetry,+61 3 9036 2269,http://www.datacall.net.au/,"432 San Mateo Ave, Mildura VIC 3500, Australia",corporate_office,"corporate_office,point_of_interest,establishment",5.0,1,2026-03-10 02:18:44.513953
60005079587,Wallara,Manufacturing,Australian Private Company,Active,NorthLink-MfgPartner,VIC,3996,2003-07-01 00:00:00,22,true,2011-06-01 00:00:00,true,005079587,WALLARA PTY. LTD.,"","",https://wallara.com.au/,https://northlink.org.au/melbournes-north-advanced-manufacturing-group/partner-directory/,places/ChIJsUg6-gwU1moRQ4YFqYf2afk,Wallara,+61 3 9792 2985,http://www.wallara.com.au/,"160 Bridge Rd, Keysborough VIC 3173, Australia",non_profit_organization,"non_profit_organization,service,association_or_organization,point_of_interest,establishment",4.0,31,2026-03-10 02:07:07.775395
35104999493,UNeek Bending Co Pty Ltd,Manufacturing,Australian Private Company,Active,SEMMA,VIC,3175,2003-07-01 00:00:00,22,true,2003-07-01 00:00:00,true,104999493,U-NEEK BENDING CO. PTY LTD,"","","",https://semma.com.au/directory/,places/ChIJZT3rHEUS1moR9xmWd7Yt71c,Uneek Bending Co Pty Ltd,+61 3 9771 4900,http://www.uneek.com.au/,"63 Mark Anthony Dr, Dandenong South VIC 3175, Australia",manufacturer,"manufacturer,point_of_interest,service,establishment",5.0,7,2026-03-10 02:14:10.751317
66005075052,Vawdrey Australia,Manufacturing,Australian Private Company,Active,SEMMA,VIC,3175,2003-07-01 00:00:00,22,true,2003-07-01 00:00:00,true,005075052,VAWDREY AUSTRALIA PTY. LTD.,"","","",https://semma.com.au/directory/page/2/,places/ChIJd5_2QHIR1moRkA1iFQgsoaQ,Vawdrey Semi Trailers,+61 3 9797 3700,http://vawdrey.com.au/,"1-53 Quantum Cl, Dandenong South VIC 3175, Australia",truck_dealer,"truck_dealer,car_repair,service,point_of_interest,manufacturer,store,establishment",3.8,20,2026-03-10 02:15:40.541594
91105348374,Balcombe Engineering Pty Ltd,Manufacturing,Australian Private Company,Active,SEMMA,VIC,3195,2003-07-01 00:00:00,22,true,2003-07-01 00:00:00,true,105348374,BALCOMBE ENGINEERING PTY LIMITED,"","","",https://semma.com.au/directory/page/3/,places/ChIJ2_eSUf1s1moRzVAROIQ9Sd0,Balcombe Engineering,+61 3 9554 0900,https://baleng.com.au/,"25-26 National Dr, Hallam VIC 3803, Australia",manufacturer,"manufacturer,supplier,point_of_interest,establishment",0.0,0,2026-03-10 02:16:34.368919
52004791511,ePac Flexible Packaging,Service Provider,Australian Private Company,Active,NorthLink-FoodSvc,VIC,3065,2003-07-01 00:00:00,22,true,2003-07-01 00:00:00,true,004791511,EPAC PROPRIETARY LIMITED,"","",https://epacflexibles.com/en-au/,https://northlink.org.au/melbournes-north-food-group/service-provider-directory/,places/ChIJz5iflRJF1moRNtU2w5boddM,ePac Flexible Packaging,+61 481 056 288,http://epacflexibles.com/en-au/?utm_source=gmb&utm_medium=organic&utm_campaign=gmb-melbourne,"105 Newlands Rd & 4, 6 Gawan Loop, Coburg North VIC 3058, Australia",manufacturer,"manufacturer,point_of_interest,establishment",4.6,9,2026-03-12 21:16:57.537306
89105418835,Smile Point Dental Centre,General,Australian Private Company,Active,HobsonsBay,VIC,3028,2003-07-04 00:00:00,22,true,2003-07-04 00:00:00,true,105418835,VARSI PTY. LTD.,"","","",https://www.hobsonsbaybusiness.com.au/Business-Directory-Menu?dlv_OC%20CL%20Invest%20Business%20Directory%20Listing=(pageindex=22),places/ChIJ-Rb8xLSJ1moRoj-XZ7JeINs,Smile Point Dental Centre,+61 3 8360 9660,https://smilepoint.com.au/,"23 Point Cook Rd, Altona Meadows VIC 3028, Australia",dentist,"dentist,dental_clinic,doctor,medical_clinic,health,point_of_interest,establishment",4.6,82,2026-03-10 02:33:08.610422
55105463616,Multipanel,Manufacturing,Australian Private Company,Active,SEMMA,VIC,3201,2003-07-09 00:00:00,22,true,2003-07-09 00:00:00,true,105463616,MULTIPANEL PTY LTD,"","","",https://semma.com.au/directory/,places/ChIJh4oIxHbf1WoR1isWMuGhOAU,MULTIPANEL,+61 3 9787 2544,http://www.multipanel.com.au/,"7 Sonia St, Carrum Downs VIC 3201, Australia",point_of_interest,"point_of_interest,establishment",4.2,5,2026-03-10 02:13:17.943428
46105521453,My Metals Pty Ltd,Manufacturing,Australian Private Company,Active,AMTIL,NSW,2850,2003-07-14 00:00:00,22,true,2003-07-14 00:00:00,true,105521453,MY METALS PTY LTD,"","","",https://amtil.com.au/directory/,places/ChIJe9GyJCztEmsR7klex2l0gSA,Complete Metal Industries (CMI),+61 1800 888 264,https://completemetal.com.au/,"38 York Rd, Ingleburn NSW 2565, Australia",auto_parts_store,"auto_parts_store,car_repair,point_of_interest,service,store,establishment",4.4,12,2026-03-10 02:11:14.215914
80105995542,LOGIC GROUP PTY. LTD.,"",Australian Private Company,Active,ABR-Search,NSW,2147,2003-08-20 00:00:00,22,true,2003-08-20 00:00:00,true,105995542,LOGIC GROUP PTY. LTD.,"","","","",places/ChIJq6qayHmiEmsReiT0mHH_1zQ,Logic Group Pty. Ltd.,"","","Unit 1/25 Bearing Rd, Seven Hills NSW 2147, Australia",point_of_interest,"point_of_interest,establishment",0.0,0,2026-03-10 02:27:54.629894
31106092068,BusinessHub Pty Ltd,Manufacturing,Australian Private Company,Active,"AMTIL,SEMMA",VIC,3008,2003-09-01 00:00:00,22,true,2003-09-01 00:00:00,true,106092068,BUSINESSHUB PTY LTD,"","","",https://amtil.com.au/directory/,places/ChIJV-ym1Vld1moRiUtknNyh7Vk,BusinessHub,+61 1300 733 071,https://businesshub.com.au/,"Suite 224/838 Collins St, Docklands VIC 3008, Australia",consultant,"consultant,point_of_interest,service,establishment",5.0,5,2026-03-10 02:13:45.532902
31106625432,Datco Industries Pty Ltd,Manufacturing,Australian Private Company,Active,SEMMA,VIC,3201,2003-10-09 00:00:00,22,true,2003-10-09 00:00:00,true,106625432,DATCO INDUSTRIES PTY. LTD.,"","","",https://semma.com.au/directory/page/3/,places/ChIJk7wXKcAM1moR991uAGHdkxc,Datco Industries,+61 3 9775 1530,https://www.datco.com.au/,"21 Capital Pl, Carrum Downs VIC 3201, Australia",manufacturer,"point_of_interest,manufacturer,establishment",4.9,34,2026-03-10 02:16:30.401121
11106371439,Sheetmetal Machinery Australia Pty Ltd,Manufacturing,Australian Private Company,Active,AMTIL,VIC,3765,2003-10-10 00:00:00,22,true,2003-10-10 00:00:00,true,106371439,SHEETMETAL MACHINERY AUSTRALIA PTY. LTD.,"","","",https://amtil.com.au/directory/,places/ChIJXePmnl881moRXSwjYdwyanU,Sheetmetal Machinery Australia Pty Ltd,+61 3 9758 9377,http://www.sheetmetalmachinery.com.au/,"Unit 46/756 Burwood Hwy, Ferntree Gully VIC 3156, Australia",building_materials_store,"building_materials_store,supplier,manufacturer,point_of_interest,store,establishment",5.0,2,2026-03-10 02:12:15.232649
88106739584,Ultimate Laser Pty Ltd,Manufacturing,Australian Private Company,Active,AMTIL,VIC,3175,2003-10-20 00:00:00,22,true,2003-10-20 00:00:00,true,106739584,ULTIMATE LASER PTY. LTD.,"","","",https://amtil.com.au/directory/,places/ChIJ21kqaDBF1moR8c4mcFD_9Pw,Ultimate Skin Aesthetics,+61 433 420 915,https://www.ultimateskinaesthetic.com.au/,"G05/47 Simpson St, Northcote VIC 3070, Australia",beauty_salon,"beauty_salon,hair_care,medical_clinic,service,point_of_interest,health,establishment",4.7,27,2026-03-10 02:12:48.943306
94107003574,LOGIC FILMS PTY LTD,"",Australian Private Company,Active,ABR-Search,SA,5081,2003-11-11 00:00:00,22,true,2003-11-11 00:00:00,true,107003574,LOGIC FILMS PTY LTD,"","","","",places/ChIJa_ACANHOsGoRzCa6k3BvFqg,Logic Films,+61 8 8232 8580,http://www.logicfilms.com/,"Level 1/82 Walkerville Terrace, Walkerville SA 5081, Australia",service,"point_of_interest,service,establishment",5.0,6,2026-03-10 02:27:48.212751
